,Idade,Genero,UF,Regiao_origem,Nivel Ensino,Area Formacao,Situacao Trabalho,Setor,Trabalha como Gestao,Cargo como Gestor(a),Cargo Atual,Nivel,Faixa Salarial,Insatisfacao com a Empresa,Tempo XP em Dados,Tempo XP em Software,Criterios de escolha trabalho,Forma de trabalho atual,Forma de trabalho desejada,Faixa Salarial_number
1183,31.0,Feminino,SC,Sul,Mestrado,Outras,Empregado (CLT),Finanças ou Bancos,0.0,,Analista de Negócios/Business Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Ambiente e clima de trabalho, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),4000.0
1184,25.0,Masculino,CE,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Outro,0.0,,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,"Falta de maturidade analítica na empresa, Falta de oportunidade de crescimento no emprego atual, Gostaria de trabalhar em em outra área de atuação",de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto,12000.0
1185,25.0,Masculino,MG,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),consultoria,0.0,,Cientista de Dados/Data Scientist,Júnior,de R$ 6.001/mês a R$ 8.000/mês,Gostaria de trabalhar em em outra área de atuação,de 1 a 2 anos,de 1 a 2 anos,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo 100% remoto,Modelo 100% remoto,8000.0
1186,32.0,Masculino,MG,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,0.0,,DBA/Administrador de Banco de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,,de 4 a 5 anos,de 1 a 2 anos,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto,Modelo 100% remoto,8000.0
1187,24.0,Masculino,SP,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Telecomunicação,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 2.001/mês a R$ 3000/mês,,de 2 a 3 anos,Menos de 1 ano,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),3000.0
1188,30.0,Masculino,,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,0.0,,Desenvolvedor ou Engenheiro de Software,Pleno,de R$ 6.001/mês a R$ 8.000/mês,"Gostaria de trabalhar em em outra área de atuação, Falta de oportunidade de crescimento no emprego atual, Falta de maturidade analítica na empresa",Menos de 1 ano,de 4 a 5 anos,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo 100% presencial,Modelo 100% remoto,8000.0
1189,34.0,Feminino,SP,,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Empregado (CLT),Área da Saúde,0.0,,Estatístico,Sênior,de R$ 6.001/mês a R$ 8.000/mês,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Oportunidade de aprendizado e trabalhar com referências na área, Benefícios, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),8000.0
1190,23.0,Masculino,CE,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Telecomunicação,0.0,,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,,de 2 a 3 anos,de 1 a 2 anos,"Plano de carreira e oportunidades de crescimento profissional, Oportunidade de aprendizado e trabalhar com referências na área, Ambiente e clima de trabalho",Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),8000.0
1191,31.0,Masculino,SP,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,0.0,,Analista de Negócios/Business Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Benefícios, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),8000.0
1192,21.0,Masculino,MG,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Prefiro não informar,Marketing,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 2.001/mês a R$ 3000/mês,,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto,Modelo 100% remoto,3000.0
1193,25.0,Masculino,CE,,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Varejo,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,,Menos de 1 ano,Menos de 1 ano,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),6000.0
1194,30.0,Masculino,SP,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Telecomunicação,0.0,,Outro,Pleno,de R$ 4.001/mês a R$ 6.000/mês,"Gostaria de trabalhar em em outra área de atuação, Falta de maturidade analítica na empresa, O clima de trabalho/ambiente não é bom",Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Oportunidade de aprendizado e trabalhar com referências na área, Flexibilidade de trabalho remoto, Remuneração/Salário",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),6000.0
1195,25.0,Masculino,CE,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Internet/Ecommerce,0.0,,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,"Gostaria de receber mais benefícios, Gostaria de trabalhar em em outra área de atuação, Falta de oportunidade de crescimento no emprego atual",de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Modelo 100% remoto,Modelo 100% remoto,8000.0
1196,27.0,Feminino,MG,,Graduação/Bacharelado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Marketing,0.0,,Engenheiro de Dados/Data Engineer,Pleno,de R$ 8.001/mês a R$ 12.000/mês,,Menos de 1 ano,de 2 a 3 anos,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Ambiente e clima de trabalho",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),12000.0
1197,26.0,Masculino,SP,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Indústria,0.0,,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,"Falta de oportunidade de crescimento no emprego atual, Falta de maturidade analítica na empresa, Gostaria de receber mais benefícios",Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Reputação que a empresa tem no mercado",Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),8000.0
1198,25.0,Feminino,SP,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,0.0,,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Ambiente e clima de trabalho",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),8000.0
1199,23.0,Masculino,SP,,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Área da Saúde,0.0,,Analista Administrativo,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Gostaria de trabalhar em em outra área de atuação,de 1 a 2 anos,de 1 a 2 anos,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Ambiente e clima de trabalho",Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),2000.0
1200,37.0,Masculino,SC,Sul,Não tenho graduação formal,,Empregado (CLT),Tecnologia/Fábrica de Software,0.0,,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,,Menos de 1 ano,de 6 a 10 anos,"Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário, Flexibilidade de trabalho remoto",Modelo 100% remoto,Modelo 100% remoto,6000.0
1201,24.0,Masculino,PR,,Não tenho graduação formal,,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil (PJ),Imobiliário,0.0,,Engenheiro de Dados/Data Engineer,Sênior,de R$ 30.001/mês a R$ 40.000/mês,,de 4 a 5 anos,de 1 a 2 anos,"Remuneração/Salário, Flexibilidade de trabalho remoto, Reputação que a empresa tem no mercado",Modelo 100% remoto,Modelo 100% remoto,40000.0
1202,35.0,Masculino,CE,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Finanças ou Bancos,0.0,,Analista de Negócios/Business Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto",Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,6000.0
1203,36.0,Masculino,SP,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,0.0,,Engenheiro de Dados/Data Engineer,Sênior,de R$ 6.001/mês a R$ 8.000/mês,"Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa, Falta de oportunidade de crescimento no emprego atual",de 1 a 2 anos,de 4 a 5 anos,"Propósito do trabalho e da empresa, Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto",Modelo 100% remoto,Modelo 100% remoto,8000.0
1204,49.0,Masculino,MG,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,,de 2 a 3 anos,de 1 a 2 anos,Propósito do trabalho e da empresa,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial,6000.0
1205,29.0,Masculino,RJ,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,0.0,,Engenheiro de Machine Learning/ML Engineer,Pleno,de R$ 3.001/mês a R$ 4.000/mês,,de 2 a 3 anos,de 4 a 5 anos,"Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),4000.0
1206,41.0,Masculino,PR,,Mestrado,Estatística/ Matemática / Matemática Computacional,Empreendedor ou Empregado (CNPJ),Área da Saúde,0.0,,Estatístico,Sênior,de R$ 6.001/mês a R$ 8.000/mês,"Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual",Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",Modelo 100% remoto,Modelo 100% remoto,8000.0
1207,26.0,Masculino,SP,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,0.0,,Cientista de Dados/Data Scientist,Júnior,de R$ 3.001/mês a R$ 4.000/mês,,de 1 a 2 anos,Menos de 1 ano,"Plano de carreira e oportunidades de crescimento profissional, Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),4000.0
1208,26.0,Feminino,SP,Nordeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Telecomunicação,0.0,,Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3000/mês,Salário atual não corresponde ao mercado,Menos de 1 ano,Menos de 1 ano,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial,3000.0
1209,31.0,Masculino,SP,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Sênior,de R$ 8.001/mês a R$ 12.000/mês,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Benefícios, Propósito do trabalho e da empresa",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),12000.0
1210,51.0,Masculino,SP,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Setor Público,0.0,,Analista de Negócios/Business Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,,Mais de 10 anos,Mais de 10 anos,"Remuneração/Salário, Benefícios, Propósito do trabalho e da empresa",Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),16000.0
1211,40.0,Masculino,SP,,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Finanças ou Bancos,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 4.001/mês a R$ 6.000/mês,,de 1 a 2 anos,de 1 a 2 anos,Propósito do trabalho e da empresa,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,6000.0
1212,25.0,Masculino,MG,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Indústria,0.0,,Engenheiro de Dados/Data Engineer,Júnior,de R$ 3.001/mês a R$ 4.000/mês,"Falta de maturidade analítica na empresa, Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual",de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados, Oportunidade de aprendizado e trabalhar com referências na área",Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto,4000.0
1213,24.0,Masculino,ES,,Estudante de Graduação,Outras Engenharias,Empregado (CLT),Indústria,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 3.001/mês a R$ 4.000/mês,,Menos de 1 ano,de 1 a 2 anos,"Remuneração/Salário, Benefícios, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),4000.0
1214,43.0,Masculino,PR,,Mestrado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,0.0,,Cientista de Dados/Data Scientist,Sênior,Acima de R$ 40.001/mês,,Mais de 10 anos,Mais de 10 anos,"Oportunidade de aprendizado e trabalhar com referências na área, Maturidade da empresa em termos de tecnologia e dados, Propósito do trabalho e da empresa",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),45000.0
1215,45.0,Masculino,SP,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Automotivo,1.0,Supervisor/Coordenador,,Gestor,de R$ 8.001/mês a R$ 12.000/mês,Falta de oportunidade de crescimento no emprego atual,Mais de 10 anos,de 1 a 2 anos,Propósito do trabalho e da empresa,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),12000.0
1216,26.0,Masculino,SP,,Pós-graduação,Outras Engenharias,Empregado (CLT),Educação,0.0,,Cientista de Dados/Data Scientist,Sênior,de R$ 6.001/mês a R$ 8.000/mês,"Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual",de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo 100% remoto,Modelo 100% remoto,8000.0
1217,40.0,Masculino,SP,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,0.0,,Desenvolvedor ou Engenheiro de Software,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Falta de maturidade analítica na empresa,de 2 a 3 anos,Mais de 10 anos,Propósito do trabalho e da empresa,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),16000.0
1218,35.0,Masculino,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,0.0,,Desenvolvedor ou Engenheiro de Software,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Gostaria de trabalhar em em outra área de atuação,Menos de 1 ano,Mais de 10 anos,Propósito do trabalho e da empresa,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),12000.0
1219,53.0,Feminino,SP,,Mestrado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Indústria,0.0,,Analista de Inteligência de Mercado/Market Intelligence,Sênior,de R$ 20.001/mês a R$ 25.000/mês,Gostaria de trabalhar em em outra área de atuação,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Propósito do trabalho e da empresa,Modelo 100% remoto,Modelo híbrido com dias fixos de trabalho presencial,25000.0
1220,32.0,Masculino,RJ,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Energia,0.0,,Analista de Inteligência de Mercado/Market Intelligence,Pleno,de R$ 4.001/mês a R$ 6.000/mês,,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Propósito do trabalho e da empresa,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),6000.0
1221,30.0,Masculino,SC,Nordeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Educação,0.0,,Desenvolvedor ou Engenheiro de Software,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Falta de maturidade analítica na empresa,de 1 a 2 anos,Menos de 1 ano,"Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% remoto,Modelo 100% remoto,8000.0
1222,21.0,Masculino,MG,,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Estagiário,Finanças ou Bancos,0.0,,Engenheiro de Machine Learning/ML Engineer,Júnior,de R$ 2.001/mês a R$ 3000/mês,,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Propósito do trabalho e da empresa, Plano de carreira e oportunidades de crescimento profissional, Oportunidade de aprendizado e trabalhar com referências na área",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),3000.0
1223,23.0,Feminino,MG,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Telecomunicação,0.0,,Outro,Júnior,de R$ 2.001/mês a R$ 3000/mês,Falta de maturidade analítica na empresa,Menos de 1 ano,Menos de 1 ano,"Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),3000.0
1224,23.0,Masculino,SP,,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Seguros ou Previdência,0.0,,Analista Administrativo,Júnior,de R$ 2.001/mês a R$ 3000/mês,"Gostaria de trabalhar em em outra área de atuação, Falta de oportunidade de crescimento no emprego atual",Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Benefícios, Flexibilidade de trabalho remoto, Reputação que a empresa tem no mercado",Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto,3000.0
1225,39.0,Masculino,SP,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,0.0,,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,,Menos de 1 ano,de 6 a 10 anos,Propósito do trabalho e da empresa,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),12000.0
1226,31.0,Masculino,PR,,Mestrado,Outras Engenharias,Empregado (CLT),Educação,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Sênior,de R$ 8.001/mês a R$ 12.000/mês,,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),12000.0
1227,25.0,Feminino,GO,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Freelancer,Agronegócios,0.0,,Desenvolvedor ou Engenheiro de Software,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Gostaria de trabalhar em em outra área de atuação,de 4 a 5 anos,de 4 a 5 anos,"Oportunidade de aprendizado e trabalhar com referências na área, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Modelo híbrido com dias fixos de trabalho presencial,2000.0
1228,26.0,Masculino,MG,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Educação,0.0,,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,,de 6 a 10 anos,de 2 a 3 anos,"Remuneração/Salário, Ambiente e clima de trabalho, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),8000.0
1229,24.0,Masculino,RJ,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Freelancer,Marketing,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 8.001/mês a R$ 12.000/mês,Falta de oportunidade de crescimento no emprego atual,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Modelo 100% remoto,12000.0
1230,33.0,Masculino,Exterior,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Área da Saúde,0.0,,Engenheiro de Dados/Data Engineer,Sênior,de R$ 30.001/mês a R$ 40.000/mês,,de 6 a 10 anos,de 2 a 3 anos,"Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),40000.0
1231,28.0,Masculino,MG,Nordeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Educação,0.0,,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Reputação que a empresa tem no mercado, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),12000.0
1232,25.0,Masculino,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Sênior,de R$ 12.001/mês a R$ 16.000/mês,,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Flexibilidade de trabalho remoto",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),16000.0
1233,45.0,Masculino,SP,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,0.0,,Outro,Pleno,de R$ 6.001/mês a R$ 8.000/mês,,de 4 a 5 anos,de 6 a 10 anos,"Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),8000.0
1234,27.0,Masculino,ES,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,0.0,,Cientista de Dados/Data Scientist,Júnior,de R$ 3.001/mês a R$ 4.000/mês,"Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual, Gostaria de trabalhar em em outra área de atuação",de 1 a 2 anos,de 1 a 2 anos,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),4000.0
1235,23.0,Masculino,SP,,Estudante de Graduação,Outras Engenharias,Freelancer,Área da Saúde,0.0,,Outras Engenharias (não inclui dev),Júnior,de R$ 1.001/mês a R$ 2.000/mês,Gostaria de trabalhar em em outra área de atuação,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Modelo 100% remoto,2000.0
